emp_no,first_name,last_name,title,from_date,salary
489734,Miyeon,Staylopatis,Senior Staff,1988-10-01,68562
484663,Miyeon,Tetzlaff,Engineer,1988-09-05,72947
54441,Miyeon,Uhrig,Staff,1999-03-16,40000
434113,Miyeon,Walston,Senior Staff,1985-02-25,44909
51919,Mizuhito,Duclos,Senior Engineer,1995-02-09,42276
251108,Mizuhito,Eiron,Senior Engineer,1986-01-14,62267
271143,Mizuhito,Farris,Engineer,1988-04-06,40000
407192,Mizuhito,Figueira,Senior Engineer,1992-08-28,40000
264434,Mizuhito,Ghelli,Senior Staff,1986-08-21,50456
93611,Mizuhito,Gronowski,Staff,1997-11-17,47845
79463,Mizuhito,Hennebert,Senior Staff,1985-10-26,54552
109998,Mizuhito,Heping,Staff,1997-06-30,59220
221267,Mizuhito,Hertweck,Staff,1985-09-30,59459
428860,Mizuhito,Joslin,Engineer,1989-05-03,40000
10777,Mizuhito,Kemmerer,Engineer,1990-03-17,40000
273568,Mizuhito,Kilgore,Staff,1988-09-15,70246
476509,Mizuhito,Kornyak,Senior Staff,1985-08-22,55586
200492,Mizuhito,Leonhardt,Staff,1999-01-04,40000
483353,Mizuhito,Litvinov,Senior Staff,1985-02-17,102711
235626,Mizuhito,Loncour,Senior Staff,1985-11-30,65474
29495,Mizuhito,Morrey,Senior Staff,1989-11-19,70970
258822,Mizuhito,Pavlopoulou,Technique Leader,1993-06-23,40000
279422,Mizuhito,Perfilyeva,Engineer,1991-11-18,56319
31127,Mizuhito,Puppo,Senior Staff,1987-12-20,101146
245902,Mizuhito,Rajaraman,Staff,1988-12-18,40000
29032,Mizuhito,Rassart,Engineer,1999-12-11,61256
273138,Mizuhito,Rebaine,Senior Staff,1986-01-19,56094
282093,Mizuhito,Reistad,Senior Engineer,1996-01-18,62494
477673,Mizuhito,Woycyznski,Senior Staff,1986-01-29,53456
497119,Mizuhito,Yamaashi,Staff,1989-12-28,70885
434620,Mizuhito,Yetim,Staff,1985-08-25,49064
475632,Mohamadou,Angiulli,Engineer,1988-12-04,53124
200331,Mohamadou,Back,Staff,1985-10-24,40000
433670,Mohamadou,Bresenham,Senior Staff,1985-11-21,83846
54309,Mohamadou,Bressoud,Senior Engineer,1986-07-10,67544
245889,Mohamadou,Cappelli,Engineer,1990-06-17,40000
499474,Mohamadou,Danley,Senior Engineer,1986-05-15,52988
428006,Mohamadou,Katiyar,Engineer,1999-07-27,52946
461313,Mohamadou,Khamsi,Senior Engineer,1985-02-16,43019
245580,Mohamadou,Kossowski,Senior Staff,1985-05-01,40000
83506,Mohamadou,Lamma,Engineer,1987-07-01,40000
281750,Mohamadou,Laventhal,Senior Staff,1988-07-09,72920
87422,Mohamadou,Lorcy,Senior Engineer,1988-08-19,40000
234990,Mohamadou,Markovitch,Engineer,1997-04-26,61386
202854,Mohamadou,Massonet,Staff,1996-02-04,67865
25327,Mohamadou,Miculan,Senior Engineer,1997-05-04,53164
224006,Mohamadou,Monarch,Senior Staff,1986-09-11,58492
467461,Mohamadou,Muntz,Senior Engineer,1988-07-03,40000
227134,Mohamadou,Nollmann,Senior Staff,1985-05-20,40000
468043,Mohamadou,Pappas,Engineer,1985-09-02,59653
58637,Mohamadou,Peck,Senior Engineer,1988-11-15,67584
19843,Mohamadou,Peir,Staff,1998-06-28,84534
462595,Mohamadou,Pramanik,Senior Staff,1985-03-06,40000
299230,Mohamadou,Rothenberg,Senior Engineer,1993-12-06,60133
421946,Mohamadou,Sambasivam,Senior Staff,1988-04-25,73232
419252,Mohamadou,Segond,Senior Engineer,1998-06-14,40000
51694,Mohamadou,Taubman,Engineer,1998-11-13,53242
54366,Mohamadou,Terekhov,Senior Engineer,1995-04-28,57343
71962,Mohamadou,Thorelli,Senior Engineer,1987-11-21,70489
201914,Mohamadou,Veccia,Staff,1987-11-16,40000
442167,Mohamadou,Vigier,Senior Engineer,1996-03-14,48357
105259,Mohamadou,Wiegley,Engineer,1997-07-21,66711
452430,Mohamadou,Wossner,Engineer,1985-09-06,40000
70519,Mohammad,Aingworth,Senior Engineer,1989-08-16,40000
31425,Mohammad,Anger,Staff,1987-05-06,70854
260838,Mohammad,Auyong,Engineer,1987-07-22,49390
254868,Mohammad,Bakhtari,Senior Engineer,1985-11-19,40000
479396,Mohammad,Blokdijk,Senior Engineer,1987-04-21,40000
486915,Mohammad,Bruckman,Staff,1992-01-23,47634
105311,Mohammad,Conry,Staff,1996-10-10,62523
35159,Mohammad,Demke,Staff,1998-08-14,40000
16086,Mohammad,Denos,Senior Engineer,1987-04-27,42903
55281,Mohammad,Ellozy,Engineer,1985-03-25,40000
443228,Mohammad,Gecseg,Senior Staff,1993-08-08,66153
267387,Mohammad,Ghemri,Assistant Engineer,1986-01-02,40000
281163,Mohammad,Giarratana,Engineer,1988-07-26,56050
450666,Mohammad,Gustavson,Engineer,1987-02-24,40000
229443,Mohammad,Hedayat,Senior Engineer,1995-12-23,57021
205754,Mohammad,Heping,Engineer,1992-10-31,49107
404970,Mohammad,Hiltgen,Staff,1986-04-22,40000
12951,Mohammad,Keirsey,Senior Staff,1987-09-17,60566
74358,Mohammad,Lanteri,Senior Staff,1987-03-06,71479
231922,Mohammad,Minakawa,Engineer,1988-07-29,50165
99889,Mohammad,Osgood,Engineer,1998-06-29,58898
497261,Mohammad,Pillow,Senior Engineer,1989-04-03,40000
93302,Mohammad,Porenta,Staff,1988-02-15,81383
487437,Mohammad,Rajcani,Senior Engineer,1995-01-12,52809
465661,Mohammad,Raoux,Senior Engineer,1988-02-26,61212
250685,Mohammad,Remmers,Engineer,1986-06-05,40000
428625,Mohammad,Savasere,Senior Staff,1991-10-31,71531
15656,Mohammad,Schaaf,Staff,1987-05-26,66141
63861,Mohammad,Soicher,Assistant Engineer,1987-08-17,40000
468150,Mohammad,Staelin,Engineer,1998-01-06,47021
103876,Mohammad,Suppi,Assistant Engineer,1985-08-03,40000
401057,Mohammad,Takkinen,Senior Engineer,1990-05-04,40000
459100,Mohammad,Thibadeau,Senior Engineer,1988-07-28,43551
481722,Mohammad,Ullian,Engineer,1993-01-26,61074
425388,Mohammad,Varker,Senior Engineer,1988-02-26,40000
228564,Mohammad,Yoshimura,Staff,1986-08-01,49697
268661,Mohammad,Zaccaria,Senior Staff,1985-05-06,78913
47798,Mohammad,Zhang,Engineer,1997-10-09,40000
471383,Mohammed,Aamodt,Senior Engineer,1988-01-03,40000
226072,Mohammed,Baalen,Engineer,1995-06-02,70212
297621,Mohammed,Bugaenko,Engineer,1993-12-27,49827
459952,Mohammed,Cooman,Senior Staff,1985-02-19,40000
462035,Mohammed,Egerstedt,Senior Engineer,1988-11-13,53355
493313,Mohammed,Fabrizio,Staff,1985-12-13,51601
463459,Mohammed,Farrag,Engineer,1986-11-21,40000
88778,Mohammed,Gruenwald,Senior Engineer,1996-03-11,40000
246651,Mohammed,Heemskerk,Senior Engineer,1986-12-16,56221
51414,Mohammed,Improta,Senior Staff,1985-08-18,63972
465740,Mohammed,Jahnichen,Senior Engineer,1987-02-25,74261
61941,Mohammed,Joslin,Senior Engineer,1997-11-15,74469
441666,Mohammed,Jullig,Staff,1986-11-06,55206
485004,Mohammed,Keohane,Senior Staff,1986-02-28,40000
44784,Mohammed,Koblick,Engineer,1990-05-15,40000
414601,Mohammed,Kranzdorf,Engineer,1985-10-20,49013
28983,Mohammed,Luca,Staff,1985-06-29,40000
477306,Mohammed,Matzen,Senior Engineer,1988-04-28,40000
273547,Mohammed,Melichar,Senior Engineer,1988-01-29,54518
291380,Mohammed,Miara,Staff,1999-04-17,96182
417275,Mohammed,Middleton,Staff,1997-10-04,47239
279776,Mohammed,Moehrke,Staff,1986-06-10,108388
27677,Mohammed,Peak,Engineer,1985-10-12,40000
499982,Mohammed,Pleszkun,Staff,1999-04-08,40000
89043,Mohammed,Riefers,Assistant Engineer,1987-04-30,51706
210252,Mohammed,Rissanen,Senior Engineer,1988-03-18,40000
269865,Mohammed,Scharstein,Engineer,1986-12-14,45056
424593,Mohammed,Serra,Staff,1992-06-25,67221
472391,Mohammed,Simmel,Senior Staff,1985-03-25,40000
436304,Mohammed,Sommer,Senior Engineer,1986-07-19,40000
34158,Mohammed,Syrotiuk,Staff,1991-03-29,60792
48533,Mohammed,Uhrig,Engineer,1986-02-21,40000
485341,Mohammed,Validov,Engineer,1988-11-21,47489
21344,Mohammed,Vanwelkenhuysen,Staff,1999-07-06,84814
479813,Mohammed,Vernadat,Senior Staff,1988-03-31,43206
256617,Mohan,Alameldin,Engineer,1986-11-21,41602
233165,Mohan,Crooks,Senior Engineer,1988-07-13,40000
33698,Mohan,Dalton,Staff,1986-07-03,80844
202417,Mohan,DuBourdieux,Engineer,1986-09-18,61675
201192,Mohan,Duclos,Engineer,1993-05-14,40000
255356,Mohan,Eastman,Engineer,1997-10-17,40000
16099,Mohan,Ferretti,Senior Staff,1990-10-23,40000
290434,Mohan,Ferriere,Senior Staff,1991-02-05,60216
47988,Mohan,Frezza,Senior Staff,1988-10-11,53008
57912,Mohan,Gilg,Staff,1988-11-20,40000
426061,Mohan,Hutter,Technique Leader,1989-04-24,57681
214746,Mohan,Ishibashi,Senior Staff,1987-01-02,40000
484612,Mohan,Junet,Engineer,1995-10-06,63793
14909,Mohan,Kamble,Engineer,1990-12-21,40000
453718,Mohan,Kumaresan,Senior Staff,1991-07-14,78042
436989,Mohan,Lubachevsky,Staff,1986-03-12,40000
247910,Mohan,Merli,Senior Engineer,1986-09-22,46059
108217,Mohan,Munoz,Senior Staff,1987-12-16,49154
271560,Mohan,Papastamatiou,Senior Staff,1999-07-09,63670
68010,Mohan,Tsunoo,Senior Engineer,1987-10-25,40000
429307,Mohan,Uchoa,Assistant Engineer,1988-12-09,40000
102266,Mohan,Undy,Senior Engineer,1995-05-05,56066
31664,Mohan,Vickson,Staff,1985-11-03,40000
232126,Mohd,Anandan,Senior Staff,1986-01-16,40000
239873,Mohd,Baaz,Senior Engineer,1997-06-23,47475
433015,Mohd,Braccini,Senior Engineer,1993-05-05,54709
32094,Mohd,Buchter,Staff,1986-03-16,49016
281282,Mohd,Fadgyas,Staff,1988-06-11,40000
236634,Mohd,Falster,Staff,1990-12-06,54855
207167,Mohd,Genin,Staff,1997-06-08,55108
424659,Mohd,Gyorkos,Senior Engineer,1986-05-07,40000
68004,Mohd,Improta,Technique Leader,1986-10-22,45184
290716,Mohd,Kakkar,Engineer,1985-05-19,45429
72863,Mohd,Kavvadias,Staff,1985-10-17,50670
440528,Mohd,Mondadori,Senior Engineer,1989-11-28,40000
284655,Mohd,Nanard,Senior Staff,1985-09-13,81668
240809,Mohd,Pehl,Staff,1997-01-29,40000
16723,Mohd,Randt,Staff,1986-12-24,56932
31537,Mohd,Schahn,Technique Leader,1989-07-10,40000
202883,Mohd,Sluis,Staff,1991-07-20,44784
292177,Mohd,Sooriamurthi,Senior Staff,1985-03-30,50597
441280,Mohd,Stanger,Staff,1990-05-31,74228
453527,Mohd,Tagansky,Engineer,1998-07-27,44731
42817,Mohd,Ulupinar,Staff,1992-10-20,67706
229745,Mohd,Ventosa,Engineer,1993-03-28,40000
62252,Mohd,Waymire,Engineer,1987-02-26,45478
298241,Mohd,Wendorf,Engineer,1993-07-06,41715
468673,Moheb,Acton,Engineer,1996-07-12,74005
433301,Moheb,Chelton,Staff,1987-12-26,78655
103488,Moheb,Conde,Senior Engineer,1988-06-13,40000
240219,Moheb,Cromarty,Staff,1985-09-14,52820
27959,Moheb,Dusink,Senior Engineer,1986-09-13,41635
88661,Moheb,Frijda,Engineer,1996-09-23,45953
435613,Moheb,Grabner,Engineer,1991-11-01,70189
45732,Moheb,Gruenwald,Senior Staff,1986-03-28,54826
400793,Moheb,Hopewell,Staff,1988-12-30,40000
469078,Moheb,Horswill,Senior Engineer,1989-09-10,40000
233770,Moheb,Huxford,Senior Engineer,1991-12-15,52489
201957,Moheb,Iisaku,Engineer,1992-08-12,44985
43439,Moheb,Journel,Senior Staff,1985-05-07,67405
256862,Moheb,Juneja,Senior Staff,1985-06-24,84308
417553,Moheb,Langford,Senior Engineer,1995-07-19,40000
53607,Moheb,Lorch,Staff,1993-03-18,54497
61885,Moheb,Luca,Staff,1998-04-27,77306
497036,Moheb,Nourani,Assistant Engineer,1993-10-01,51688
65538,Moheb,Plesums,Technique Leader,1986-08-11,40000
281277,Moheb,Pramanik,Senior Staff,1985-07-05,67636
230956,Moheb,Ranft,Senior Engineer,1986-03-13,40000
288340,Moheb,Rosin,Staff,1995-06-29,40000
242520,Moheb,Rubsam,Engineer,1991-02-08,46727
451100,Moheb,Schlumberger,Engineer,1988-12-23,40000
84827,Moheb,Schmittgen,Engineer,1998-06-23,44558
299516,Moheb,Selvestrel,Staff,1996-04-25,69995
479717,Moheb,Tzvieli,Senior Engineer,1988-11-07,62016
101626,Moheb,Vrecion,Staff,1985-11-28,40000
468291,Mohit,Avouris,Senior Staff,1990-07-15,59948
405973,Mohit,Baezner,Senior Engineer,1988-10-12,42783
283442,Mohit,Cincotta,Staff,1989-06-05,46902
462892,Mohit,Clemencon,Staff,1997-03-31,70221
61626,Mohit,Dulay,Senior Staff,1993-07-24,58800
431382,Mohit,Eiron,Senior Engineer,1988-06-25,40857
466621,Mohit,Fabrizio,Senior Staff,1988-03-29,40000
74938,Mohit,Felcyn,Engineer,1993-09-11,42244
39992,Mohit,Gadepally,Senior Staff,1988-10-04,54972
238855,Mohit,Gewali,Senior Engineer,1985-07-11,48195
448369,Mohit,Ghelli,Senior Engineer,1988-09-21,57850
50594,Mohit,Gulik,Engineer,1987-04-23,64471
64916,Mohit,Hmelo,Staff,1986-10-01,65245
66802,Mohit,Karlin,Senior Staff,1988-09-10,40696
202691,Mohit,Kenevan,Staff,1998-07-10,40000
245951,Mohit,Lundstrom,Engineer,1994-11-25,69882
64595,Mohit,Majewski,Engineer,1988-12-23,56686
461328,Mohit,McAffer,Senior Staff,1986-12-30,97207
278003,Mohit,Melichar,Engineer,1995-02-12,45740
204967,Mohit,Menyhert,Senior Staff,1989-05-28,70391
449506,Mohit,Nanard,Engineer,1987-08-25,54609
462705,Mohit,Norsworthy,Staff,1998-01-10,78244
79290,Mohit,Perelgut,Assistant Engineer,1990-08-07,41408
244863,Mohit,Peres,Senior Staff,1986-11-09,40000
85551,Mohit,Perry,Technique Leader,1998-08-04,40000
46037,Mohit,Preusig,Senior Engineer,1985-05-21,72671
86479,Mohit,Restivo,Senior Staff,1987-08-02,57989
51086,Mohit,Rosch,Engineer,1985-02-10,48047
298794,Mohit,Rothe,Staff,1986-05-22,58375
466784,Mohit,Schiper,Senior Engineer,1987-04-30,40373
419569,Mohit,Shanbhogue,Engineer,1991-11-28,40000
461958,Mohit,Slobodova,Staff,1987-05-18,72109
422587,Mohit,Speek,Senior Engineer,1993-02-13,40000
401908,Mohua,Bolotov,Assistant Engineer,1992-09-01,40000
217259,Mohua,Bratten,Engineer,1998-01-31,54159
490774,Mohua,Carrere,Staff,1997-02-22,41696
421871,Mohua,Chachaty,Senior Engineer,1986-09-08,40000
25541,Mohua,Danley,Senior Engineer,1987-05-20,40716
77675,Mohua,Domenig,Senior Staff,1992-03-19,40000
237461,Mohua,Dusink,Senior Staff,1988-04-02,42884
216092,Mohua,Ermel,Senior Engineer,1991-06-29,40000
278934,Mohua,Falck,Senior Staff,1987-01-04,58387
443637,Mohua,Guenter,Senior Staff,1995-01-13,70563
53318,Mohua,Hooghiemstra,Senior Staff,1999-12-29,54405
102754,Mohua,Huhdanpaa,Senior Engineer,1989-10-01,48479
55272,Mohua,Isaac,Senior Engineer,1992-08-10,56864
32174,Mohua,Kaltofen,Assistant Engineer,1991-01-27,40000
267109,Mohua,Kaminger,Senior Staff,1987-06-09,65852
264280,Mohua,Lienhardt,Assistant Engineer,1998-01-05,59767
471255,Mohua,Luck,Engineer,1987-07-17,40095
214591,Mohua,Luders,Staff,1998-08-18,45449
37908,Mohua,Mersereau,Engineer,1986-08-03,40000
289285,Mohua,Miake,Technique Leader,1986-01-28,40000
43709,Mohua,Munck,Staff,1997-06-20,98736
435587,Mohua,Narahari,Technique Leader,1988-10-16,43835
411423,Mohua,Passafiume,Senior Staff,1986-04-09,73831
287988,Mohua,Pintelas,Staff,1997-02-24,40000
31634,Mohua,Rubsam,Senior Engineer,1988-04-04,40000
217163,Mohua,Schaap,Engineer,1994-07-05,53388
451995,Mohua,Serre,Senior Engineer,1987-09-10,40000
444450,Mohua,Terwilliger,Engineer,1994-12-16,40000
454293,Mohua,Underwood,Staff,1986-09-18,40000
215917,Mohua,Valette,Senior Engineer,1987-07-20,45839
404085,Moie,Aingworth,Staff,1989-01-17,61567
250996,Moie,Bazelow,Technique Leader,1989-01-28,40000
82572,Moie,Brattka,Senior Staff,1985-04-01,72854
267796,Moie,Coors,Engineer,1994-09-27,48492
444299,Moie,Cyre,Senior Staff,1988-09-13,40000
437861,Moie,Esteva,Staff,1989-11-18,74936
491606,Moie,Gaughan,Senior Staff,1993-06-26,40000
61732,Moie,Gini,Senior Engineer,1985-03-07,40000
252840,Moie,Gronowski,Senior Engineer,1990-07-26,48366
37066,Moie,Himler,Staff,1995-12-02,40847
94775,Moie,Kilgore,Senior Staff,1989-03-20,77750
446061,Moie,Koyama,Senior Engineer,1987-10-28,41734
93718,Moie,Kropf,Senior Staff,1988-08-03,40000
24428,Moie,Lunn,Senior Staff,1997-12-17,40000
245444,Moie,Mattern,Senior Staff,1985-08-28,68157
72864,Moie,McConalogue,Senior Engineer,1991-04-18,40000
107764,Moie,Mersereau,Engineer,1997-12-30,40000
240751,Moie,Pintelas,Senior Engineer,1986-07-10,61129
266709,Moie,Potthoff,Technique Leader,1990-03-26,61597
25352,Moie,Ranta,Engineer,1990-02-03,40000
246012,Moie,Rusmann,Staff,1986-03-28,62161
83582,Moie,Serna,Engineer,1996-05-11,40000
493117,Moie,Ullian,Senior Engineer,1988-10-15,41410
435806,Moie,Ventosa,Technique Leader,1997-05-23,40000
451120,Moie,Welham,Engineer,1985-03-05,45953
291333,Moie,Zumaque,Senior Staff,1987-11-22,75328
88113,Mokhtar,Akazan,Senior Engineer,1995-12-01,40000
234390,Mokhtar,Arlazarov,Senior Engineer,1989-10-20,54686
432943,Mokhtar,Asser,Senior Engineer,1988-01-13,40000
45973,Mokhtar,Bernatsky,Staff,1986-08-05,70974
99208,Mokhtar,Bernick,Senior Engineer,1991-05-18,41107
444687,Mokhtar,Braccini,Engineer,1994-01-03,50444
252779,Mokhtar,Cromarty,Staff,1986-10-20,54981
223624,Mokhtar,Cyre,Senior Engineer,1995-02-26,41791
454218,Mokhtar,Ducloy,Senior Engineer,1997-02-23,52460
475392,Mokhtar,Falster,Engineer,1993-04-15,43388
481116,Mokhtar,Famili,Senior Staff,1987-08-29,40000
295811,Mokhtar,Ghandeharizadeh,Senior Staff,1995-10-12,68309
292532,Mokhtar,Honglei,Engineer,1992-08-12,67399
280426,Mokhtar,Impagliazzo,Assistant Engineer,1989-12-19,40000
27367,Mokhtar,Junet,Senior Engineer,1987-01-10,43757
448400,Mokhtar,Kakkad,Engineer,1987-10-08,47945
481415,Mokhtar,Kaltofen,Senior Staff,1985-10-03,98904
283486,Mokhtar,Kampfer,Senior Engineer,1987-08-29,40000
42949,Mokhtar,Kawashima,Senior Engineer,1985-09-08,44164
261627,Mokhtar,Kemmerer,Senior Staff,1987-04-24,64078
64917,Mokhtar,Litecky,Staff,1987-11-05,40000
217008,Mokhtar,Makinen,Staff,1998-05-23,40000
79923,Mokhtar,Melski,Assistant Engineer,1991-07-15,63002
74388,Mokhtar,Miyakawa,Engineer,1994-05-01,54421
403556,Mokhtar,Nitsch,Engineer,1988-04-21,55943
22520,Mokhtar,Ranka,Engineer,1990-06-18,45814
258230,Mokhtar,Ranon,Senior Engineer,1986-01-18,52832
39481,Mokhtar,Ratnakar,Engineer,1993-12-28,40000
291084,Mokhtar,Reinhart,Senior Engineer,1985-07-05,40000
39100,Mokhtar,Riefers,Staff,1988-10-30,70969
253184,Mokhtar,Riexinger,Staff,1985-03-24,72248
484728,Mokhtar,Rosaz,Senior Staff,1993-01-02,50063
73220,Mokhtar,Serre,Staff,1985-05-04,40000
480463,Mokhtar,Slaats,Assistant Engineer,1985-02-21,66127
249525,Mokhtar,Straney,Staff,1985-03-18,99708
276648,Mokhtar,Tetzlaff,Staff,1997-04-27,68814
449387,Mokhtar,Valette,Senior Engineer,1987-04-21,55087
418475,Mokhtar,Weisert,Staff,1985-09-29,41375
452324,Mokhtar,Wielonsky,Staff,1987-09-17,68648
280955,Mona,Anido,Senior Staff,1986-02-20,77869
278257,Mona,Beutelspacher,Engineer,1985-02-01,51142
77956,Mona,Binding,Staff,1989-05-21,80906
284195,Mona,Bouloucos,Staff,1993-09-01,41771
235645,Mona,Carrere,Senior Staff,1985-11-26,107299
230419,Mona,Comte,Senior Engineer,1986-03-30,40000
489352,Mona,Coors,Senior Staff,1985-03-18,53614
241283,Mona,DiGiano,Staff,1985-10-27,40000
51150,Mona,Ferriere,Staff,1985-07-24,73391
274017,Mona,Fortenbacher,Staff,1987-04-02,56347
205974,Mona,Gajiwala,Engineer,1985-04-02,40000
33021,Mona,Genin,Engineer,1985-09-01,66907
48405,Mona,Gustavson,Senior Engineer,1985-12-11,46199
27580,Mona,Haumacher,Senior Staff,1996-09-28,41048
89333,Mona,Iisaka,Engineer,1997-08-02,40000
418094,Mona,Kolvik,Senior Staff,1987-07-15,81903
65466,Mona,Lagarias,Engineer,1997-09-20,49422
291330,Mona,Ligten,Staff,1996-07-13,56724
233953,Mona,Lindqvist,Engineer,1995-05-05,40000
66851,Mona,Lyonns,Senior Engineer,1993-03-10,48823
224319,Mona,Middleton,Senior Staff,1992-07-13,40000
290981,Mona,Nooteboom,Senior Engineer,1988-05-02,40000
284474,Mona,Petersohn,Senior Staff,1987-02-22,78001
495697,Mona,Ramamoorthy,Staff,1997-05-28,41471
12487,Mona,Reghbati,Senior Staff,1998-12-07,40000
15228,Mona,Salvesen,Staff,1988-01-17,40000
54029,Mona,Smailagic,Staff,1987-08-10,40000
260889,Mona,Streng,Senior Engineer,1990-04-28,45696
421856,Mona,Suomi,Senior Engineer,1986-07-25,47834
37501,Mona,Syang,Senior Staff,1991-12-19,40000
491781,Mona,Terwilliger,Staff,1987-03-14,46730
41373,Mona,Veevers,Senior Engineer,1988-04-11,67890
78273,Mona,Verhoeff,Senior Staff,1988-08-07,76839
242779,Mona,Whitcomb,Senior Engineer,1987-03-27,50870
53674,Mong,Babu,Senior Staff,1992-04-03,81073
493294,Mong,Bamford,Senior Staff,1992-03-18,47101
14354,Mong,Bojadziev,Staff,1985-08-28,40000
291831,Mong,Constantine,Technique Leader,1997-12-22,55513
16504,Mong,Cromarty,Senior Engineer,1992-05-06,40000
472740,Mong,Demian,Staff,1998-05-07,51980
236893,Mong,Douceur,Staff,1985-09-21,58557
272818,Mong,Eiron,Technique Leader,1992-07-29,40685
453033,Mong,Erdmenger,Senior Engineer,1988-02-14,41657
48488,Mong,Feldmann,Senior Engineer,1987-04-18,54564
494425,Mong,Heping,Staff,1987-04-14,58611
80358,Mong,Huhdanpaa,Engineer,1991-08-03,76727
46500,Mong,Keirsey,Engineer,1996-09-21,40000
40389,Mong,Kobuchi,Staff,1997-11-15,54860
275225,Mong,Luce,Staff,1998-10-27,54617
79900,Mong,Luck,Staff,1986-06-08,40000
418542,Mong,Manderick,Senior Engineer,1990-09-13,69548
419621,Mong,Marsiglia,Technique Leader,1999-09-02,45586
93662,Mong,Marwedel,Senior Staff,1988-07-23,69541
53760,Mong,Mateescu,Senior Engineer,1993-09-29,63874
109524,Mong,Merle,Staff,1998-12-09,63277
403693,Mong,Olivero,Engineer,1997-08-19,71212
401775,Mong,Parfitt,Engineer,1993-04-08,57501
46272,Mong,Shiratori,Engineer,1987-04-02,65889
32027,Mong,Sidhu,Senior Staff,1992-02-03,75407
437954,Mong,Sinitsyn,Staff,1998-04-12,72574
287604,Mong,Spieker,Staff,1992-03-13,40000
205738,Mong,Stroustrup,Senior Engineer,1989-04-23,42693
37863,Mong,Swan,Senior Engineer,1994-12-21,40000
472518,Mong,Swift,Senior Engineer,1995-10-27,63556
293006,Mong,Tagansky,Senior Staff,1986-08-05,40000
250984,Mong,Uhrig,Staff,1986-02-22,40000
210915,Mong,Velasco,Senior Engineer,1988-12-25,40390
283247,Mong,Zolotykh,Senior Engineer,1986-12-14,40000
207009,Moni,Angelov,Senior Engineer,1987-03-11,48019
431032,Moni,Anick,Senior Engineer,1991-09-24,40347
18138,Moni,Baezner,Senior Staff,1985-08-05,62786
109281,Moni,Bahk,Engineer,1999-06-11,51008
495007,Moni,Borovoy,Technique Leader,1986-06-05,52013
415242,Moni,Broomell,Senior Staff,1989-11-06,85859
291872,Moni,Christ,Staff,1992-11-18,56967
107101,Moni,Crabtree,Engineer,1997-04-24,40232
87461,Moni,Decaestecker,Senior Engineer,1989-05-31,43680
213760,Moni,Greibach,Senior Engineer,1999-07-26,55150
43594,Moni,Hoogerwoord,Senior Staff,1996-08-05,68494
249912,Moni,Itschner,Engineer,1998-05-12,51376
497876,Moni,Kavanagh,Staff,1997-11-14,72510
43219,Moni,Krichel,Senior Staff,1987-05-25,67662
449530,Moni,Lamba,Staff,1992-06-04,40000
87978,Moni,Lorch,Staff,1987-02-08,71809
55929,Moni,Marakhovsky,Senior Staff,1988-05-28,68033
223418,Moni,Markovitch,Staff,1988-02-24,89878
232543,Moni,Masada,Senior Staff,1987-10-27,45656
449139,Moni,Melton,Senior Engineer,1990-06-12,44127
231611,Moni,Muhlberg,Senior Staff,1986-08-21,53618
67682,Moni,Ozeri,Senior Staff,1990-03-24,47969
278177,Moni,Percebois,Senior Staff,1985-08-10,87644
483806,Moni,Peron,Senior Staff,1991-12-22,50627
247959,Moni,Piancastelli,Technique Leader,1991-10-12,40000
443936,Moni,Piazza,Engineer,1992-04-24,57141
63017,Moni,Picel,Senior Engineer,1989-07-28,40000
61961,Moni,Plesums,Staff,1991-11-10,40000
106933,Moni,Rahimi,Senior Staff,1991-11-09,89360
100924,Moni,Sewelson,Staff,1994-12-11,44259
85204,Moni,Silva,Staff,1993-12-27,106160
440056,Moni,Stanfel,Senior Engineer,1988-11-27,61128
445316,Moni,Straney,Staff,1995-08-14,42350
73756,Moni,Strooper,Senior Engineer,1996-01-06,40000
106121,Moni,Tiemann,Technique Leader,1988-05-25,40000
103591,Moni,Vakili,Senior Staff,1985-03-11,69105
209163,Moni,Verspoor,Senior Engineer,1985-08-01,40000
216809,Moni,Winter,Senior Staff,1987-07-08,84785
276114,Moni,Zuberek,Assistant Engineer,1988-06-26,65774
93798,Monique,Azumi,Senior Engineer,1987-03-02,68796
27905,Monique,Barinka,Engineer,1994-05-11,40000
413067,Monique,Basagni,Senior Staff,1988-12-25,40000
490310,Monique,Camarinopoulos,Senior Engineer,1986-02-27,51623
272683,Monique,Cyne,Staff,1998-01-22,46759
16154,Monique,Docker,Technique Leader,1994-03-12,40000
10767,Monique,Doering,Staff,1997-07-15,40651
463556,Monique,Emmart,Staff,1988-11-19,40000
458203,Monique,Fargier,Senior Engineer,1991-06-22,53352
90748,Monique,Giveon,Senior Staff,1986-11-21,69812
403406,Monique,Hammerschmidt,Engineer,1986-02-07,49531
231726,Monique,Haraldson,Engineer,1989-06-05,40000
274052,Monique,Hempstead,Senior Engineer,1988-04-22,65076
34793,Monique,Huhdanpaa,Engineer,1989-02-13,40000
471396,Monique,Itschner,Senior Staff,1992-12-16,79648
88038,Monique,Jarecki,Senior Engineer,1987-09-10,75401
81401,Monique,Kaltofen,Senior Staff,1992-03-18,45372
456100,Monique,Lalonde,Senior Staff,1988-01-25,55274
35495,Monique,Lichtner,Technique Leader,1997-10-27,40000
